0.0000	0.00014064
0.1111	0.00014060
0.2222	0.00014061
0.3333	0.00014061
0.4444	0.00014071
0.5556	0.00014060
0.6667	0.00014066
0.7778	0.00014059
0.8889	0.00014062
1.0000	0.00014062
1.1111	0.00014070
1.2222	0.00014067
1.3333	0.00014063
1.4444	0.00014070
1.5556	0.00014067
1.6667	0.00014063
1.7778	0.00014071
1.8889	0.00014069
2.0000	0.00014071
2.1111	0.00014059
2.2222	0.00014066
2.3333	0.00014071
2.4444	0.00014061
2.5556	0.00014060
2.6667	0.00014061
2.7778	0.00014064
2.8889	0.00014055
3.0000	0.00014069
3.1111	0.00014054
3.2222	0.00014064
3.3333	0.00014066
3.4444	0.00014066
3.5556	0.00014074
3.6667	0.00014065
3.7778	0.00014068
3.8889	0.00014067
4.0000	0.00014066
4.1111	0.00014069
4.2222	0.00014058
4.3333	0.00014046
4.4444	0.00014069
4.5556	0.00014066
4.6667	0.00014071
4.7778	0.00014065
4.8889	0.00014065
5.0000	0.00014062
5.1111	0.00014071
5.2222	0.00014062
5.3333	0.00014066
5.4444	0.00014067
5.5556	0.00014060
5.6667	0.00014065
5.7778	0.00014063
5.8889	0.00014054
6.0000	0.00014056
6.1111	0.00014072
6.2222	0.00014060
6.3333	0.00014075
6.4444	0.00014062
6.5556	0.00014061
6.6667	0.00014068
6.7778	0.00014057
6.8889	0.00014070
7.0000	0.00014054
7.1111	0.00014057
7.2222	0.00014069
7.3333	0.00014067
7.4444	0.00014057
7.5556	0.00014060
7.6667	0.00014069
7.7778	0.00014057
7.8889	0.00014064
8.0000	0.00014061
8.1111	0.00014062
8.2222	0.00014065
8.3333	0.00014066
8.4444	0.00014068
8.5556	0.00014061
8.6667	0.00014056
8.7778	0.00014064
8.8889	0.00014067
9.0000	0.00014064
9.1111	0.00014063
9.2222	0.00014067
9.3333	0.00014060
9.4444	0.00014054
9.5556	0.00014063
9.6667	0.00014070
9.7778	0.00014055
9.8889	0.00014059
10.0000	0.00014047
10.1111	0.00014055
10.2222	0.00014069
10.3333	0.00014061
10.4444	0.00014063
10.5556	0.00014054
10.6667	0.00014068
10.7778	0.00014060
10.8889	0.00014060
11.0000	0.00014065
11.1111	0.00014060
11.2222	0.00014054
11.3333	0.00014063
11.4444	0.00014058
11.5556	0.00014068
11.6667	0.00014056
11.7778	0.00014063
11.8889	0.00014069
12.0000	0.00014057
12.1111	0.00014064
12.2222	0.00014061
12.3333	0.00014054
12.4444	0.00014064
12.5556	0.00014059
12.6667	0.00014069
12.7778	0.00014058
12.8889	0.00014057
13.0000	0.00014069
13.1111	0.00014069
13.2222	0.00014057
13.3333	0.00014063
13.4444	0.00014060
13.5556	0.00014061
13.6667	0.00014059
13.7778	0.00014054
13.8889	0.00014063
14.0000	0.00014056
14.1111	0.00014056
14.2222	0.00014057
14.3333	0.00014057
14.4444	0.00014072
14.5556	0.00014063
14.6667	0.00014055
14.7778	0.00014071
14.8889	0.00014062
15.0000	0.00014066
15.1111	0.00014066
15.2222	0.00014053
15.3333	0.00014066
15.4444	0.00014060
15.5556	0.00014058
15.6667	0.00014054
15.7778	0.00014058
15.8889	0.00014062
16.0000	0.00014053
16.1111	0.00014061
16.2222	0.00014066
16.3333	0.00014054
16.4444	0.00014060
16.5556	0.00014063
16.6667	0.00014063
16.7778	0.00014067
16.8889	0.00014060
17.0000	0.00014063
17.1111	0.00014059
17.2222	0.00014066
17.3333	0.00014056
17.4444	0.00014065
17.5556	0.00014060
17.6667	0.00014056
17.7778	0.00014066
17.8889	0.00014057
18.0000	0.00014060
18.1111	0.00014051
18.2222	0.00014065
18.3333	0.00014057
18.4444	0.00014062
18.5556	0.00014053
18.6667	0.00014067
18.7778	0.00014061
18.8889	0.00014067
19.0000	0.00014050
19.1111	0.00014057
19.2222	0.00014059
19.3333	0.00014067
19.4444	0.00014056
19.5556	0.00014073
19.6667	0.00014060
19.7778	0.00014064
19.8889	0.00014063
20.0000	0.00014057
20.1111	0.00014058
20.2222	0.00014054
20.3333	0.00014061
20.4444	0.00014067
20.5556	0.00014067
20.6667	0.00014070
20.7778	0.00014059
20.8889	0.00014054
21.0000	0.00014066
21.1111	0.00014059
21.2222	0.00014062
21.3333	0.00014064
21.4444	0.00014075
21.5556	0.00014060
21.6667	0.00014067
21.7778	0.00014061
21.8889	0.00014054
22.0000	0.00014069
22.1111	0.00014065
22.2222	0.00014052
22.3333	0.00014053
22.4444	0.00014065
22.5556	0.00014059
22.6667	0.00014060
22.7778	0.00014063
22.8889	0.00014064
23.0000	0.00014070
23.1111	0.00014059
23.2222	0.00014054
23.3333	0.00014061
23.4444	0.00014050
23.5556	0.00014068
23.6667	0.00014064
23.7778	0.00014051
23.8889	0.00014066
24.0000	0.00014066
24.1111	0.00014055
24.2222	0.00014049
24.3333	0.00014059
24.4444	0.00014073
24.5556	0.00014073
24.6667	0.00014060
24.7778	0.00014057
24.8889	0.00014064
25.0000	0.00014065
25.1111	0.00014061
25.2222	0.00014066
25.3333	0.00014063
25.4444	0.00014064
25.5556	0.00018689
25.6667	0.00021637
25.7778	0.00031979
25.8889	0.00036791
26.0000	0.00034864
26.1111	0.00035279
26.2222	0.00035093
26.3333	0.00035104
26.4444	0.00035104
26.5556	0.00035124
26.6667	0.00035128
26.7778	0.00035135
26.8889	0.00035136
27.0000	0.00035118
27.1111	0.00035127
27.2222	0.00035097
27.3333	0.00035121
27.4444	0.00035106
27.5556	0.00035116
27.6667	0.00035126
27.7778	0.00035121
27.8889	0.00035104
28.0000	0.00035105
28.1111	0.00035110
28.2222	0.00035097
28.3333	0.00035113
28.4444	0.00035112
28.5556	0.00035128
28.6667	0.00035118
28.7778	0.00035116
28.8889	0.00035112
29.0000	0.00035105
29.1111	0.00035122
29.2222	0.00035103
29.3333	0.00035112
29.4444	0.00035112
29.5556	0.00035124
29.6667	0.00035109
29.7778	0.00035112
29.8889	0.00035115
30.0000	0.00035118
30.1111	0.00035105
30.2222	0.00035108
30.3333	0.00035118
30.4444	0.00035105
30.5556	0.00035108
30.6667	0.00035110
30.7778	0.00035097
30.8889	0.00035106
31.0000	0.00035098
31.1111	0.00035113
31.2222	0.00035102
31.3333	0.00035112
31.4444	0.00035104
31.5556	0.00035102
31.6667	0.00035103
31.7778	0.00035111
31.8889	0.00035108
32.0000	0.00035110
32.1111	0.00035103
32.2222	0.00035118
32.3333	0.00035101
32.4444	0.00035111
32.5556	0.00035088
32.6667	0.00035097
32.7778	0.00035110
32.8889	0.00035110
33.0000	0.00035103
33.1111	0.00035102
33.2222	0.00035118
33.3333	0.00035116
33.4444	0.00035102
33.5556	0.00035104
33.6667	0.00035113
33.7778	0.00035119
33.8889	0.00035106
34.0000	0.00035113
34.1111	0.00035106
34.2222	0.00035098
34.3333	0.00035109
34.4444	0.00035096
34.5556	0.00035090
34.6667	0.00035094
34.7778	0.00035115
34.8889	0.00035100
35.0000	0.00035098
35.1111	0.00035103
35.2222	0.00035104
35.3333	0.00035100
35.4444	0.00035094
35.5556	0.00035109
35.6667	0.00035100
35.7778	0.00035106
35.8889	0.00035100
36.0000	0.00035097
36.1111	0.00035100
36.2222	0.00035103
36.3333	0.00035103
36.4444	0.00035096
36.5556	0.00035108
36.6667	0.00035106
36.7778	0.00035110
36.8889	0.00035102
37.0000	0.00035098
37.1111	0.00035100
37.2222	0.00035096
37.3333	0.00035105
37.4444	0.00035098
37.5556	0.00035104
37.6667	0.00035098
37.7778	0.00035103
37.8889	0.00035094
38.0000	0.00035094
38.1111	0.00035102
38.2222	0.00035098
38.3333	0.00035098
38.4444	0.00035091
38.5556	0.00035091
38.6667	0.00035095
38.7778	0.00035102
38.8889	0.00035100
39.0000	0.00035088
39.1111	0.00035101
39.2222	0.00035097
39.3333	0.00035084
39.4444	0.00035093
39.5556	0.00035089
39.6667	0.00035100
39.7778	0.00035092
39.8889	0.00035083
40.0000	0.00035102
40.1111	0.00035094
40.2222	0.00035102
40.3333	0.00035100
40.4444	0.00035089
40.5556	0.00035103
40.6667	0.00035088
40.7778	0.00035096
40.8889	0.00035086
41.0000	0.00035085
41.1111	0.00035081
41.2222	0.00035088
41.3333	0.00035085
41.4444	0.00035083
41.5556	0.00035088
41.6667	0.00035096
41.7778	0.00035087
41.8889	0.00035090
42.0000	0.00035089
42.1111	0.00035100
42.2222	0.00035081
42.3333	0.00035090
42.4444	0.00035096
42.5556	0.00035082
42.6667	0.00035089
42.7778	0.00035087
42.8889	0.00035103
43.0000	0.00035093
43.1111	0.00035086
43.2222	0.00035091
43.3333	0.00035086
43.4444	0.00035077
43.5556	0.00035085
43.6667	0.00035083
